"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"2552",2011,320000,120000,"Diesel","Individual","Manual","Second Owner"
"2553",2015,620000,140000,"Diesel","Individual","Manual","Second Owner"
"2554",2017,530000,50000,"Petrol","Individual","Manual","First Owner"
"2555",2015,550000,40000,"Diesel","Individual","Manual","First Owner"
"2556",2014,600000,90000,"Diesel","Individual","Manual","First Owner"
"2557",2014,649000,117000,"Diesel","Individual","Manual","Third Owner"
"2558",2014,625000,90000,"Diesel","Individual","Manual","First Owner"
"2559",2010,125000,70000,"Petrol","Individual","Manual","First Owner"
"2560",2009,305000,230000,"Diesel","Individual","Manual","Second Owner"
"2561",2010,285000,155000,"Petrol","Individual","Manual","Second Owner"
"2562",2015,600000,60000,"Diesel","Individual","Manual","Second Owner"
"2563",2016,426000,110000,"Petrol","Individual","Manual","First Owner"
"2564",2010,180000,120000,"Diesel","Individual","Manual","First Owner"
"2565",2011,400000,100000,"Diesel","Individual","Manual","Second Owner"
"2566",2010,120000,40000,"Petrol","Individual","Manual","Second Owner"
"2567",2012,300000,110000,"Diesel","Individual","Manual","Second Owner"
"2568",2011,190000,92500,"Petrol","Individual","Manual","Second Owner"
"2569",2017,310000,20000,"Petrol","Individual","Manual","First Owner"
"2570",2019,380000,15000,"Petrol","Individual","Manual","First Owner"
"2571",2019,740000,14000,"Diesel","Individual","Manual","First Owner"
"2572",2016,260000,35000,"Petrol","Individual","Manual","First Owner"
"2573",2017,320000,32000,"Petrol","Individual","Manual","Second Owner"
"2574",2013,211000,90000,"CNG","Individual","Manual","First Owner"
"2575",2018,650000,35000,"Petrol","Individual","Manual","First Owner"
"2576",2017,651000,32500,"Diesel","Individual","Manual","Second Owner"
"2577",2019,380000,14000,"Petrol","Individual","Automatic","First Owner"
"2578",2014,160000,70000,"Diesel","Individual","Manual","Third Owner"
"2579",2019,1270000,20000,"Petrol","Individual","Automatic","First Owner"
"2580",2011,300000,300000,"LPG","Individual","Manual","First Owner"
"2581",2015,405000,100000,"Diesel","Individual","Manual","First Owner"
"2582",2015,850000,64800,"Diesel","Individual","Manual","First Owner"
"2583",2017,680000,90000,"Diesel","Individual","Manual","First Owner"
"2584",2014,426999,80000,"Petrol","Individual","Manual","First Owner"
"2585",2015,525000,248000,"Diesel","Individual","Manual","First Owner"
"2586",2014,1019999,60000,"Diesel","Individual","Manual","Second Owner"
"2587",2005,245000,120000,"Diesel","Individual","Manual","First Owner"
"2588",2015,869999,120000,"Diesel","Individual","Manual","First Owner"
"2589",2010,160000,66444,"LPG","Individual","Manual","First Owner"
"2590",2016,700000,86000,"Diesel","Individual","Manual","First Owner"
"2591",2012,300000,90000,"Diesel","Individual","Manual","First Owner"
"2592",2007,175000,218463,"Petrol","Individual","Automatic","First Owner"
"2593",2012,960000,153000,"Diesel","Individual","Manual","First Owner"
"2594",2014,525000,70000,"Diesel","Individual","Manual","Second Owner"
"2595",2015,345000,60000,"Diesel","Individual","Manual","First Owner"
"2596",2015,390000,50000,"Petrol","Individual","Manual","First Owner"
"2597",2015,275000,20000,"Petrol","Individual","Manual","First Owner"
"2598",2014,310000,35000,"Petrol","Individual","Manual","First Owner"
"2599",2017,500000,20000,"Petrol","Individual","Manual","First Owner"
"2600",2013,200000,70000,"Diesel","Individual","Manual","First Owner"
"2601",2018,650000,53000,"Diesel","Individual","Manual","First Owner"
"2602",2018,1031000,60000,"Diesel","Individual","Manual","First Owner"
"2603",2018,330000,70000,"Petrol","Individual","Manual","First Owner"
"2604",2019,399000,4000,"Petrol","Individual","Manual","First Owner"
"2605",2012,250000,103000,"Petrol","Individual","Manual","First Owner"
"2606",2017,600000,20000,"Diesel","Individual","Manual","First Owner"
"2607",2013,375000,77000,"Diesel","Individual","Manual","First Owner"
"2608",2012,375000,90000,"Diesel","Individual","Manual","First Owner"
"2609",2013,445000,87185,"Diesel","Individual","Manual","Second Owner"
"2610",2003,55000,167000,"Petrol","Individual","Manual","Second Owner"
"2611",2016,611000,77000,"Diesel","Individual","Manual","First Owner"
"2612",2014,459999,110000,"Diesel","Individual","Manual","Second Owner"
"2613",2011,275000,120000,"Diesel","Individual","Manual","Second Owner"
"2614",2011,185000,170000,"CNG","Individual","Manual","First Owner"
"2615",2012,390000,100000,"Diesel","Individual","Manual","Second Owner"
"2616",2007,72000,40000,"Petrol","Individual","Manual","Second Owner"
"2617",2007,90000,50000,"Diesel","Individual","Manual","First Owner"
"2618",2015,500000,125000,"Diesel","Individual","Manual","First Owner"
"2619",2011,200000,137000,"CNG","Individual","Manual","First Owner"
"2620",2019,1575000,18000,"Diesel","Individual","Manual","First Owner"
"2621",2015,511000,30000,"Petrol","Individual","Manual","First Owner"
"2622",2009,150000,55000,"Petrol","Individual","Manual","First Owner"
"2623",2020,1500000,40000,"Petrol","Individual","Automatic","First Owner"
"2624",2013,185000,80000,"Petrol","Individual","Manual","Second Owner"
"2625",2018,550000,30000,"Petrol","Individual","Manual","First Owner"
"2626",2017,325000,3564,"Petrol","Individual","Manual","First Owner"
"2627",2015,525000,80000,"Diesel","Individual","Manual","First Owner"
"2628",2018,1050000,13000,"Diesel","Individual","Manual","First Owner"
"2629",2012,300000,120000,"Diesel","Individual","Manual","First Owner"
"2630",2011,120000,90000,"Petrol","Individual","Manual","First Owner"
"2631",2017,2625000,9000,"Diesel","Dealer","Automatic","First Owner"
"2632",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"2633",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"2634",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"2635",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"2636",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2637",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"2638",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"2639",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"2640",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"2641",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2642",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"2643",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"2644",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"2645",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"2646",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"2647",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2648",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"2649",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"2650",2011,170000,50000,"Petrol","Individual","Manual","Third Owner"
"2651",2010,320000,42000,"Diesel","Individual","Manual","First Owner"
"2652",2016,350000,17000,"Petrol","Individual","Automatic","First Owner"
"2653",2018,500000,40000,"Petrol","Individual","Automatic","First Owner"
"2654",2009,135000,137000,"Diesel","Individual","Manual","Second Owner"
"2655",2018,340000,20000,"Petrol","Individual","Manual","First Owner"
"2656",2020,330000,70000,"Petrol","Individual","Manual","Second Owner"
"2657",2011,350000,48756,"Petrol","Individual","Manual","Second Owner"
"2658",2015,1850000,30000,"Diesel","Individual","Automatic","Second Owner"
"2659",2016,400000,110000,"Diesel","Individual","Manual","First Owner"
"2660",2014,325000,80322,"Diesel","Dealer","Manual","First Owner"
"2661",2015,1000000,35000,"Diesel","Individual","Manual","First Owner"
"2662",2017,850000,110000,"Diesel","Individual","Manual","First Owner"
"2663",2012,350000,70000,"Diesel","Individual","Manual","Second Owner"
"2664",2017,2625000,9000,"Diesel","Dealer","Automatic","First Owner"
"2665",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"2666",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"2667",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"2668",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"2669",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2670",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"2671",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"2672",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"2673",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"2674",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2675",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"2676",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"2677",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"2678",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"2679",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"2680",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"2681",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"2682",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"2683",2012,500000,90000,"Diesel","Individual","Manual","First Owner"
"2684",2015,550000,120000,"Diesel","Individual","Manual","Second Owner"
"2685",2015,925000,60000,"Diesel","Individual","Manual","First Owner"
"2686",2010,509999,97000,"Diesel","Individual","Automatic","Second Owner"
"2687",2011,250000,100000,"Diesel","Individual","Manual","Second Owner"
"2688",2015,500000,36000,"Petrol","Individual","Manual","First Owner"
"2689",2019,1050000,27000,"Diesel","Individual","Manual","First Owner"
"2690",2014,490000,50000,"Diesel","Individual","Manual","First Owner"
"2691",2020,415000,15000,"Petrol","Individual","Manual","First Owner"
"2692",2013,190000,60000,"Petrol","Individual","Manual","Second Owner"
"2693",2018,680000,120000,"Diesel","Individual","Manual","First Owner"
"2694",2013,190000,60000,"Petrol","Individual","Manual","Second Owner"
"2695",2013,479000,173000,"Diesel","Individual","Manual","First Owner"
"2696",2016,270000,60000,"Petrol","Individual","Manual","Second Owner"
"2697",2008,170000,70000,"Petrol","Individual","Manual","Third Owner"
"2698",2018,764000,25000,"Petrol","Individual","Manual","First Owner"
"2699",2019,710000,30000,"Diesel","Individual","Manual","First Owner"
"2700",2017,310000,35000,"Petrol","Individual","Manual","First Owner"
"2701",2017,620000,100000,"Diesel","Individual","Manual","Second Owner"
"2702",2017,280000,31000,"Petrol","Individual","Manual","Second Owner"
"2703",2015,1500000,80000,"Diesel","Individual","Automatic","Second Owner"
"2704",2016,450000,40000,"Petrol","Individual","Manual","First Owner"
"2705",2017,2199000,10000,"Diesel","Individual","Automatic","Second Owner"
"2706",2013,3600000,50000,"Diesel","Individual","Automatic","First Owner"
"2707",2008,285000,60000,"Petrol","Individual","Manual","Second Owner"
"2708",2007,465000,210000,"Diesel","Individual","Manual","Second Owner"
"2709",2009,1100000,60000,"Diesel","Individual","Automatic","Second Owner"
"2710",2011,350000,110000,"Diesel","Individual","Manual","Second Owner"
"2711",2017,600000,35000,"Petrol","Individual","Manual","First Owner"
"2712",2017,570000,35000,"Petrol","Individual","Manual","First Owner"
"2713",2016,325000,20000,"Petrol","Individual","Manual","First Owner"
"2714",2016,975000,54000,"Diesel","Individual","Automatic","First Owner"
"2715",2015,480000,60000,"Petrol","Individual","Manual","First Owner"
"2716",2014,185000,10300,"Petrol","Individual","Manual","First Owner"
"2717",2015,1050000,50000,"Diesel","Individual","Automatic","First Owner"
"2718",2019,760000,3000,"Petrol","Individual","Manual","First Owner"
"2719",2019,570000,5000,"Petrol","Individual","Manual","First Owner"
"2720",2006,130000,145000,"Petrol","Individual","Manual","First Owner"
"2721",2018,700000,13000,"Petrol","Individual","Manual","First Owner"
"2722",2015,775000,30000,"Petrol","Individual","Automatic","First Owner"
"2723",2007,750000,60000,"Diesel","Individual","Automatic","Second Owner"
"2724",2010,140000,100000,"Petrol","Individual","Manual","Second Owner"
"2725",2016,220000,40000,"Petrol","Individual","Manual","First Owner"
"2726",2013,184000,15000,"Petrol","Individual","Manual","First Owner"
"2727",2002,210000,275000,"Diesel","Individual","Manual","Fourth & Above Owner"
"2728",2017,440000,50000,"Petrol","Individual","Manual","Second Owner"
"2729",2017,650000,80000,"Diesel","Individual","Manual","First Owner"
"2730",2017,660000,50000,"Diesel","Individual","Automatic","First Owner"
"2731",2017,380000,30000,"CNG","Individual","Manual","First Owner"
"2732",2012,415000,125000,"Diesel","Individual","Manual","Second Owner"
"2733",2012,225000,110000,"Petrol","Individual","Manual","First Owner"
"2734",2013,600000,30000,"Diesel","Individual","Manual","Second Owner"
"2735",2014,620000,148000,"Diesel","Individual","Manual","Second Owner"
"2736",2016,750000,35000,"Diesel","Individual","Manual","First Owner"
"2737",2016,400000,80000,"Petrol","Individual","Manual","Second Owner"
"2738",2005,110000,110000,"Petrol","Individual","Manual","First Owner"
"2739",2012,119000,95000,"Diesel","Individual","Manual","Second Owner"
"2740",2015,600000,25000,"Diesel","Individual","Manual","First Owner"
"2741",2011,200000,80000,"CNG","Individual","Manual","First Owner"
"2742",2014,280000,60000,"Diesel","Individual","Manual","Second Owner"
"2743",2013,375000,100000,"Petrol","Individual","Manual","First Owner"
"2744",2016,350000,50000,"Petrol","Individual","Manual","First Owner"
"2745",2017,620000,31000,"Diesel","Individual","Manual","First Owner"
"2746",2017,570000,120000,"Diesel","Individual","Manual","First Owner"
"2747",2012,290000,105000,"Diesel","Individual","Manual","Second Owner"
"2748",2016,711000,120000,"Diesel","Individual","Manual","First Owner"
"2749",2012,370000,60000,"Diesel","Individual","Manual","First Owner"
"2750",2020,550000,15000,"Petrol","Individual","Manual","First Owner"
"2751",2013,325000,150000,"Petrol","Individual","Manual","Second Owner"
"2752",2018,670000,93000,"Diesel","Individual","Manual","First Owner"
"2753",2017,385000,42000,"Petrol","Individual","Manual","Second Owner"
"2754",2008,114999,80000,"Petrol","Individual","Manual","Second Owner"
"2755",2010,200000,90000,"Petrol","Individual","Manual","First Owner"
"2756",2019,860000,6500,"Diesel","Individual","Automatic","First Owner"
"2757",2018,600000,60000,"Diesel","Individual","Manual","First Owner"
"2758",2016,265000,110000,"Petrol","Individual","Manual","First Owner"
"2759",2015,155000,60000,"CNG","Individual","Manual","Second Owner"
"2760",2019,900000,60000,"Diesel","Individual","Manual","First Owner"
"2761",2013,650000,170000,"Diesel","Individual","Manual","Third Owner"
"2762",2004,70000,220000,"Petrol","Individual","Manual","Second Owner"
"2763",2012,180000,80000,"Petrol","Individual","Manual","First Owner"
"2764",2013,200000,57000,"Petrol","Individual","Manual","First Owner"
"2765",2014,300000,100000,"Petrol","Individual","Manual","First Owner"
"2766",2015,650000,40000,"Petrol","Individual","Manual","First Owner"
"2767",2014,267000,40000,"Petrol","Individual","Manual","First Owner"
"2768",2018,450000,50000,"CNG","Individual","Manual","First Owner"
"2769",2014,400000,90000,"Petrol","Individual","Manual","Second Owner"
"2770",2012,310000,86000,"Diesel","Individual","Manual","First Owner"
"2771",2009,70000,15000,"Petrol","Individual","Manual","First Owner"
"2772",2017,675000,70000,"Diesel","Individual","Manual","Second Owner"
"2773",2013,350000,120000,"Petrol","Individual","Manual","First Owner"
"2774",2014,240000,80000,"Petrol","Individual","Manual","Second Owner"
